ID	Gene_Symbol	U133A_Gene?	Subtyping_Signature_Gene?
3612	FGFR4	YES	
3613	FGFRL1		
3614	FGGY		
3615	FH	YES	
3616	FHAD1		
3617	FHDC1		
3618	FHIT	YES	
3619	FHL1	YES	
3620	FHL3	YES	
3621	FHOD1	YES	
3622	FHOD3	YES	
3623	FIBIN		
3624	FIBP	YES	
3625	FICD		
3626	FIGN		
3627	FIGNL1		
3628	FILIP1		
3629	FILIP1L	YES	
3630	FIP1L1	YES	
3631	FIZ1		
3632	FJX1	YES	
3633	FKBP10	YES	
3634	FKBP11	YES	
3635	FKBP14	YES	
3636	FKBP15	YES	
3637	FKBP1A	YES	
3638	FKBP1B	YES	
3639	FKBP2	YES	
3640	FKBP3	YES	
3641	FKBP4	YES	
3642	FKBP6	YES	
3643	FKBP7		
3644	FKBP8	YES	
3645	FKBP9		
3646	FKBPL	YES	
3647	FKRP	YES	
3648	FKTN		
3649	FLAD1	YES	
3650	FLCN		
3651	FLII	YES	
3652	FLNA	YES	
3653	FLNB	YES	
3654	FLNC	YES	
3655	FLOT1	YES	
3656	FLOT2	YES	
3657	FLRT1	YES	
3658	FLRT3	YES	
3659	FLT3LG	YES	
3660	FLVCR1		
3661	FLYWCH1		
3662	FLYWCH2		
3663	FMN1		
3664	FMNL2		
3665	FMNL3		
3666	FMO4	YES	
3667	FMO5	YES	
3668	FN1	YES	
3669	FN3KRP	YES	
3670	FNBP1	YES	
3671	FNBP1L	YES	
3672	FNBP4	YES	
3673	FNDC3A	YES	
3674	FNDC3B	YES	
3675	FNDC4	YES	
3676	FNDC7		
3677	FNTA	YES	
3678	FNTB	YES	
3679	FOLH1	YES	
3680	FOLR1	YES	
3681	FOPNL		
3682	FOSL1	YES	
3683	FOSL2	YES	
3684	FOXC1	YES	
3685	FOXD2	YES	
3686	FOXF1	YES	
3687	FOXG1	YES	
3688	FOXH1	YES	
3689	FOXJ2	YES	
3690	FOXK1		
3691	FOXK2	YES	
3692	FOXM1	YES	
3693	FOXN2	YES	
3694	FOXN3	YES	
3695	FOXN4		
3696	FOXO3	YES	
3697	FOXP1		
3698	FOXP2		
3699	FOXP4		
3700	FOXRED2	YES	
3701	FPGS	YES	
3702	FRAS1	YES	
3703	FREM1		
3704	FREM2		
3705	FRG1	YES	
3706	FRG1B		
3707	FRMD3		
3708	FRMD4A	YES	
3709	FRMD4B	YES	
3710	FRMD5		
3711	FRMD6		
3712	FRMD8		
3713	FRMPD1	YES	
3714	FRRS1		
3715	FRS2	YES	
3716	FRYL	YES	
3717	FRZB	YES	
3718	FSCN1	YES	
3719	FSCN3	YES	
3720	FSD1	YES	
3721	FSD2		
3722	FSIP1		
3723	FSIP2		
3724	FST	YES	
3725	FSTL1	YES	
3726	FSTL3	YES	
3727	FTH1	YES	
3728	FTL	YES	Mesenchymal
3729	FTSJ1	YES	
3730	FTSJ2	YES	
3731	FTSJ3	YES	
3732	FTSJD1		
3733	FTSJD2		
3734	FUBP1	YES	
3735	FUBP3	YES	
3736	FUCA1	YES	
3737	FUCA2		
3738	FUK		
3739	FUNDC2		
3740	FURIN	YES	
3741	FUS	YES	
3742	FUT1	YES	
3743	FUT10		
3744	FUT11		
3745	FUT2	YES	
3746	FUT3	YES	
3747	FUT5	YES	
3748	FUT6	YES	
3749	FUT8	YES	
3750	FUZ	YES	
3751	FXN	YES	
3752	FXR1	YES	
3753	FXYD1	YES	
3754	FXYD2	YES	
3755	FXYD3	YES	
3756	FXYD5	YES	
3757	FXYD6	YES	
3758	FXYD7	YES	
3759	FYCO1	YES	
3760	FYN	YES	
3761	FYTTD1		
3762	FZD1	YES	
3763	FZD3	YES	
3764	FZD4	YES	
3765	FZD5	YES	
3766	FZD6	YES	
3767	FZD7	YES	
3768	FZD8	YES	
3769	FZR1	YES	
3770	G0S2	YES	
3771	G2E3		
3772	G3BP1	YES	
3773	G6PC3	YES	
3774	G6PD	YES	
3775	GAA	YES	
3776	GAB1	YES	
3777	GAB2	YES	
3778	GAB3		
3779	GABARAP	YES	
3780	GABBR2	YES	
3781	GABPA	YES	
3782	GABPB1		
3783	GABPB2	YES	
3784	GABRA3	YES	
3785	GABRB3	YES	Proneural
3786	GABRP	YES	
3787	GABRQ	YES	
3788	GABRR2	YES	
3789	GADD45A	YES	
3790	GADD45G	YES	
3791	GADD45GIP1	YES	
3792	GADL1		
3793	GAK	YES	
3794	GAL	YES	
3795	GAL3ST3		
3796	GAL3ST4	YES	
3797	GALC	YES	
3798	GALE	YES	
3799	GALK1	YES	
3800	GALK2	YES	
3801	GALM		
3802	GALNS	YES	
3803	GALNT1	YES	
3804	GALNT10	YES	
3805	GALNT12	YES	
3806	GALNT13		
3807	GALNT14	YES	
3808	GALNT2	YES	
3809	GALNT4	YES	
3810	GALNT5		
3811	GALNT7	YES	
3812	GALNT8	YES	
3813	GALNTL1		
3814	GALR1	YES	
3815	GALT	YES	
3816	GAMT	YES	
3817	GAN	YES	
3818	GANAB	YES	
3819	GANC		
3820	GAP43	YES	
3821	GAPDH	YES	
3822	GAPVD1	YES	
3823	GAR1		
3824	GARNL3		
3825	GARS	YES	
3826	GART	YES	
3827	GAS1	YES	
3828	GAS2	YES	
3829	GAS2L1	YES	
3830	GAS2L3		
3831	GAS7	YES	
3832	GAS8	YES	
3833	GATA2	YES	
3834	GATA3	YES	
3835	GATA4	YES	
3836	GATAD1	YES	
3837	GATAD2A	YES	
3838	GATAD2B		
3839	GATC		
3840	GATM	YES	Classical
3841	GATS		
3842	GATSL1		
3843	GATSL2		
3844	GATSL3		
3845	GBA	YES	
3846	GBAP1		
3847	GBAS	YES	
3848	GBE1	YES	
3849	GBF1	YES	
3850	GBP2	YES	
3851	GBP7		
3852	GCAT	YES	
3853	GCC1	YES	
3854	GCC2	YES	
3855	GCDH	YES	
3856	GCET2		
3857	GCFC1		
3858	GCH1	YES	
3859	GCHFR	YES	
3860	GCK	YES	
3861	GCKR	YES	
3862	GCLC	YES	
3863	GCN1L1	YES	
3864	GCNT2	YES	
3865	GCOM1		
3866	GCSH	YES	
3867	GDAP1L1	YES	
3868	GDAP2	YES	
3869	GDE1		
3870	GDF11	YES	
3871	GDF15	YES	
3872	GDF6		
3873	GDI2	YES	
3874	GDNF	YES	
3875	GDPD1		
3876	GDPD2	YES	
3877	GEM	YES	
3878	GEMIN2		
3879	GEMIN4	YES	
3880	GEMIN5		
3881	GEMIN6	YES	
3882	GEMIN7	YES	
3883	GEMIN8	YES	
3884	GEN1		
3885	GET4		
3886	GFER	YES	
3887	GFM1		
3888	GFPT1	YES	
3889	GFPT2	YES	
3890	GFRA1	YES	
3891	GGA1	YES	
3892	GGA2	YES	
3893	GGA3	YES	
3894	GGCT		
3895	GGCX	YES	
3896	GGH	YES	
3897	GGNBP2	YES	
3898	GGPS1	YES	
3899	GGT1	YES	
3900	GGT7		
3901	GHDC		
3902	GHR	YES	
3903	GHRL		
3904	GIGYF1		
3905	GIGYF2		
3906	GIMAP2		
3907	GIN1	YES	
3908	GINS1	YES	
3909	GINS2	YES	
3910	GINS3	YES	
3911	GINS4	YES	
3912	GIPC1	YES	
3913	GIT1	YES	
3914	GIT2	YES	
3915	GJA1	YES	
3916	GJB1	YES	
3917	GJC1		
3918	GJC3		
3919	GJD4		
3920	GK	YES	
3921	GK5		
3922	GKAP1		
3923	GLA	YES	
3924	GLB1	YES	
3925	GLB1L	YES	
3926	GLB1L2		
3927	GLB1L3		
3928	GLCCI1		
3929	GLCE	YES	
3930	GLDC	YES	
3931	GLE1		
3932	GLG1	YES	
3933	GLI1	YES	
3934	GLI2	YES	
3935	GLI3	YES	
3936	GLI4		
3937	GLIPR1	YES	Mesenchymal
3938	GLIPR1L1		
3939	GLIPR2		
3940	GLIS1		
3941	GLIS2		
3942	GLIS3		
3943	GLMN	YES	
3944	GLO1	YES	
3945	GLOD4	YES	
3946	GLOD5		
3947	GLP1R	YES	
3948	GLRA1	YES	
3949	GLRA2	YES	
3950	GLRA3	YES	
3951	GLRX2	YES	
3952	GLRX5	YES	
3953	GLT25D1	YES	
3954	GLT25D2	YES	
3955	GLT8D1	YES	
3956	GLTP	YES	
3957	GLTPD1		
3958	GLTSCR1	YES	
3959	GLTSCR2	YES	
3960	GLUD2	YES	
3961	GLYCTK		
3962	GLYR1		
3963	GM2A	YES	
3964	GMCL1		
3965	GMDS	YES	
3966	GMEB1	YES	
3967	GMEB2	YES	
3968	GMIP	YES	
3969	GMNN	YES	
3970	GMPPA	YES	
3971	GMPPB	YES	
3972	GMPR	YES	
3973	GMPR2	YES	
3974	GMPS	YES	
3975	GNA11	YES	
3976	GNA12	YES	
3977	GNA13	YES	
3978	GNAI1	YES	
3979	GNAI2	YES	
3980	GNAI3	YES	
3981	GNAO1	YES	
3982	GNAS	YES	
3983	GNAT2	YES	
3984	GNB1	YES	
3985	GNB1L	YES	
3986	GNB2	YES	
3987	GNB2L1	YES	
3988	GNB3	YES	
3989	GNB4		
3990	GNE	YES	
3991	GNG10		
3992	GNG11	YES	
3993	GNG12	YES	
3994	GNG2		
3995	GNG4	YES	
3996	GNG5	YES	
3997	GNG7	YES	
3998	GNL1	YES	
3999	GNL2	YES	
4000	GNL3	YES	
4001	GNL3L	YES	
4002	GNPAT	YES	
4003	GNPDA1	YES	
4004	GNPNAT1		
4005	GNPTAB	YES	
4006	GNPTG		
4007	GNRHR	YES	
4008	GNRHR2		
4009	GNS	YES	
4010	GOLGA1	YES	
4011	GOLGA2	YES	
4012	GOLGA3	YES	
4013	GOLGA4	YES	
4014	GOLGA5	YES	
4015	GOLGA6L10		
4016	GOLGA6L4		
4017	GOLGA6L9		
4018	GOLGA7	YES	
4019	GOLGA8A	YES	
4020	GOLGA8B		
4021	GOLGB1	YES	
4022	GOLIM4	YES	
4023	GOLM1	YES	
4024	GOLPH3	YES	
4025	GOLPH3L	YES	
4026	GOLT1B	YES	
4027	GON4L		
4028	GOPC		
4029	GORAB		
4030	GORASP1	YES	
4031	GORASP2	YES	
4032	GOSR1	YES	
4033	GOSR2	YES	
4034	GP1BA	YES	
4035	GP6	YES	
4036	GPAA1	YES	
4037	GPAM		
4038	GPANK1		
4039	GPAT2		
4040	GPATCH1	YES	
4041	GPATCH2	YES	
4042	GPATCH3	YES	
4043	GPATCH4	YES	
4044	GPATCH8	YES	
4045	GPBP1		
4046	GPBP1L1	YES	
4047	GPC1	YES	
4048	GPC2		
4049	GPC3	YES	
4050	GPC4	YES	
4051	GPC6		
4052	GPCPD1		
4053	GPD1	YES	
4054	GPD2	YES	
4055	GPER	YES	
4056	GPHN	YES	
4057	GPI	YES	
4058	GPKOW	YES	
4059	GPLD1	YES	
4060	GPN1		
4061	GPN2		
4062	GPN3		
4063	GPNMB	YES	
4064	GPR1	YES	
4065	GPR107	YES	
4066	GPR108		
4067	GPR110	YES	
4068	GPR111		
4069	GPR113		
4070	GPR123		
4071	GPR124	YES	
4072	GPR125	YES	
4073	GPR126	YES	
4074	GPR128		
4075	GPR135	YES	
4076	GPR137	YES	
4077	GPR137C		
4078	GPR146		
4079	GPR151		
4080	GPR153		
4081	GPR155		
4082	GPR156		
4083	GPR158		
4084	GPR161	YES	
4085	GPR17	YES	Proneural
4086	GPR171	YES	
4087	GPR173	YES	
4088	GPR176	YES	
4089	GPR18	YES	
4090	GPR180		
4091	GPR19	YES	
4092	GPR3	YES	
4093	GPR37	YES	
4094	GPR37L1	YES	
4095	GPR39		
4096	GPR55		
4097	GPR56	YES	
4098	GPR61		
4099	GPR62		
4100	GPR63	YES	
4101	GPR68	YES	
4102	GPR82		
4103	GPR85	YES	
4104	GPR89A		
4105	GPR89B		
4106	GPR98		
4107	GPRC5A	YES	Mesenchymal
4108	GPRC5C	YES	
4109	GPRC6A		
4110	GPRIN1		
4111	GPS1	YES	
4112	GPS2	YES	
4113	GPSM1		
4114	GPSM2	YES	
4115	GPT2		
4116	GPX1	YES	
4117	GPX2	YES	
4118	GPX3	YES	
4119	GPX7	YES	
4120	GPX8		
4121	GRAMD1A		
4122	GRAMD4		
4123	GRB10	YES	
4124	GRB14	YES	
4125	GREB1	YES	
4126	GREB1L		
4127	GRHL1		
4128	GRHL2	YES	
4129	GRHPR	YES	
4130	GRIA1	YES	
4131	GRIA3	YES	
4132	GRIA4	YES	
4133	GRID1		
4134	GRID2	YES	Proneural
4135	GRID2IP		
4136	GRIK1	YES	Classical
4137	GRIK2		
4138	GRIK3	YES	
4139	GRIK4	YES	
4140	GRIK5	YES	
4141	GRIN2B	YES	
4142	GRIN2D	YES	
4143	GRIN3A		
4144	GRINA	YES	
4145	GRK5	YES	
4146	GRK6	YES	
4147	GRM2	YES	
4148	GRM6	YES	
4149	GRM8	YES	
4150	GRN	YES	
4151	GRPR	YES	
4152	GRTP1	YES	
4153	GRWD1	YES	
4154	GSDMB		
4155	GSDMD		
4156	GSG1	YES	
4157	GSK3A	YES	
4158	GSK3B	YES	
4159	GSN	YES	
4160	GSPT1	YES	
4161	GSPT2	YES	
4162	GSR	YES	
4163	GSS	YES	
4164	GSTA4	YES	
4165	GSTCD		
4166	GSTK1	YES	
4167	GSTM1		
4168	GSTM2		
4169	GSTM4	YES	
4170	GSTM5	YES	
4171	GSTP1	YES	
4172	GSTT2		
4173	GSTZ1	YES	
4174	GTF2A1	YES	
4175	GTF2A2	YES	
4176	GTF2E1	YES	
4177	GTF2E2	YES	
4178	GTF2F1	YES	
4179	GTF2F2	YES	
4180	GTF2H1	YES	
4181	GTF2H2		
4182	GTF2H2C		
4183	GTF2H3		
4184	GTF2H4	YES	
4185	GTF2H5	YES	
4186	GTF2I	YES	
4187	GTF2IRD1	YES	
4188	GTF2IRD2		
4189	GTF2IRD2B		
4190	GTF3A	YES	
4191	GTF3C1	YES	
4192	GTF3C2	YES	
4193	GTF3C3	YES	
4194	GTF3C4	YES	
4195	GTF3C5	YES	
4196	GTF3C6		
4197	GTPBP1	YES	
4198	GTPBP10		
4199	GTPBP2	YES	
4200	GTPBP3	YES	
4201	GTPBP4	YES	
4202	GTPBP5		
4203	GTPBP8	YES	
4204	GTSE1	YES	
4205	GUCA1B	YES	
4206	GUCY1A2	YES	
4207	GUF1	YES	
4208	GUK1	YES	
4209	GUSB	YES	
4210	GXYLT1		
4211	GXYLT2		
4212	GYG1	YES	
4213	GYG2	YES	
4214	GYPC	YES	
4215	GYS1	YES	
4216	GYS2	YES	
4217	GZF1		
4218	H1F0	YES	
4219	H1FX	YES	
4220	H2AFJ	YES	
4221	H2AFV	YES	
4222	H2AFX	YES	
4223	H2AFY	YES	
4224	H2AFY2	YES	
4225	H2AFZ	YES	
4226	H3F3A	YES	
4227	H3F3B	YES	
4228	H3F3C		
4229	H6PD	YES	
4230	HABP2	YES	
4231	HACE1		
4232	HACL1		
4233	HADH	YES	
4234	HADHA	YES	
4235	HADHB	YES	
4236	HAL	YES	
4237	HAND2		
4238	HAP1	YES	
4239	HAPLN1	YES	
4240	HAPLN3		
4241	HAPLN4		
4242	HARBI1		
4243	HARS2	YES	
4244	HAS2	YES	
4245	HAS3		
4246	HAT1	YES	
4247	HAUS1		
4248	HAUS2		
4249	HAUS3		
4250	HAUS4		
4251	HAUS5		
4252	HAUS6		
4253	HAUS7		
4254	HAUS8		
4255	HAX1	YES	
4256	HBE1	YES	
4257	HBEGF	YES	
4258	HBP1	YES	
4259	HBS1L	YES	
4260	HBXIP	YES	
4261	HCAR1		
4262	HCAR2		
4263	HCAR3		
4264	HCFC1	YES	
4265	HCFC1R1	YES	
4266	HCFC2	YES	
4267	HCN2	YES	
4268	HCN3	YES	
4269	HDAC1	YES	
4270	HDAC10		
4271	HDAC2	YES	Proneural
4272	HDAC3	YES	
4273	HDAC5	YES	
4274	HDAC6	YES	
4275	HDAC7		
4276	HDAC8		
4277	HDAC9	YES	
4278	HDDC3		
4279	HDGF	YES	
4280	HDHD1		
4281	HDHD3	YES	
4282	HDLBP	YES	
4283	HDX		
4284	HEATR1	YES	
4285	HEATR2	YES	
4286	HEATR3	YES	
4287	HEATR4		
4288	HEATR5A		
4289	HEATR6	YES	
4290	HEATR7A		
4291	HEBP1	YES	
4292	HEBP2	YES	
4293	HECTD1		
4294	HECTD2		
4295	HECTD3	YES	
4296	HEG1	YES	
4297	HELB		
4298	HELLS		
4299	HELQ		
4300	HELZ	YES	
4301	HEMK1	YES	
4302	HEPACAM		
4303	HEPHL1		
4304	HERC2	YES	
4305	HERC4	YES	
4306	HERC5	YES	
4307	HERC6	YES	
4308	HERPUD1	YES	
4309	HERPUD2		
4310	HES1	YES	
4311	HES2	YES	
4312	HES6		
4313	HES7		
4314	HESX1	YES	
4315	HEXA	YES	
4316	HEXB	YES	
4317	HEXDC		
4318	HEXIM1	YES	
4319	HEXIM2		
4320	HEY1	YES	
4321	HEY2	YES	
4322	HFE	YES	
4323	HFM1		
4324	HGD	YES	
4325	HGF	YES	
4326	HGS	YES	
4327	HGSNAT	YES	
4328	HHIP		
4329	HHIPL2		
4330	HHLA3	YES	
4331	HIAT1		
4332	HIATL1		
4333	HIATL2		
4334	HIBADH		
4335	HIBCH	YES	
4336	HIC2	YES	
4337	HIF1A	YES	
4338	HIGD1B	YES	
4339	HIGD1C		
4340	HIGD2A	YES	
4341	HINFP		
4342	HINT2		
4343	HIP1	YES	
4344	HIP1R	YES	
4345	HIPK1	YES	
4346	HIPK2	YES	
4347	HIRA	YES	
4348	HIRIP3	YES	
4349	HIST1H1A	YES	
4350	HIST1H1B	YES	
4351	HIST1H1C	YES	
4352	HIST1H1D	YES	
4353	HIST1H1E	YES	
4354	HIST1H2AB	YES	
4355	HIST1H2AC	YES	
4356	HIST1H2AD		
4357	HIST1H2AE	YES	
4358	HIST1H2AG	YES	
4359	HIST1H2AH		
4360	HIST1H2AI		
4361	HIST1H2AK	YES	
4362	HIST1H2AL	YES	
4363	HIST1H2AM	YES	
4364	HIST1H2BB	YES	
4365	HIST1H2BC	YES	
4366	HIST1H2BD	YES	
4367	HIST1H2BE	YES	
4368	HIST1H2BF	YES	
4369	HIST1H2BG	YES	
4370	HIST1H2BH	YES	
4371	HIST1H2BI	YES	
4372	HIST1H2BJ	YES	
4373	HIST1H2BK	YES	
4374	HIST1H2BL	YES	
4375	HIST1H2BM	YES	
4376	HIST1H2BN	YES	
4377	HIST1H2BO	YES	
4378	HIST1H3A	YES	
4379	HIST1H3B	YES	
4380	HIST1H3C	YES	
4381	HIST1H3D	YES	
4382	HIST1H3E	YES	
4383	HIST1H3F	YES	
4384	HIST1H3G	YES	
4385	HIST1H3H	YES	
4386	HIST1H3I	YES	
4387	HIST1H3J		
4388	HIST1H4A	YES	
4389	HIST1H4B	YES	
4390	HIST1H4C	YES	
4391	HIST1H4D		
4392	HIST1H4E	YES	
4393	HIST1H4H	YES	
4394	HIST1H4J		
4395	HIST1H4K		
4396	HIST2H2AB		
4397	HIST2H2AC		
4398	HIST2H2BE	YES	
4399	HIST2H2BF		
4400	HIST3H2A	YES	
4401	HIST3H2BB		
4402	HIST4H4		
4403	HIVEP1	YES	
4404	HIVEP3	YES	
4405	HJURP		
4406	HK2	YES	
4407	HKDC1	YES	
4408	HKR1		
4409	HLA-A	YES	
4410	HLA-B	YES	
4411	HLA-C	YES	
4412	HLA-DOB	YES	
4413	HLA-F	YES	
4414	HLA-G	YES	
4415	HLCS	YES	
4416	HLTF	YES	
4417	HM13		
4418	HMBOX1	YES	
4419	HMBS	YES	
4420	HMCN1		
4421	HMG20A	YES	
4422	HMG20B	YES	
4423	HMGA1	YES	
4424	HMGA2	YES	
4425	HMGB1	YES	
4426	HMGB2	YES	
4427	HMGB3	YES	
4428	HMGCL	YES	
4429	HMGN1	YES	
4430	HMGN2	YES	
4431	HMGN3	YES	
4432	HMGN4	YES	
4433	HMGN5		
4434	HMGXB3		
4435	HMGXB4		
4436	HMMR	YES	
4437	HN1	YES	Proneural
4438	HN1L	YES	
4439	HNF1A	YES	
4440	HNF4G	YES	
4441	HNMT	YES	
4442	HNRNPA0	YES	
4443	HNRNPA1	YES	
4444	HNRNPA1L2		
4445	HNRNPA2B1	YES	
4446	HNRNPA3		
4447	HNRNPAB		
4448	HNRNPC	YES	
4449	HNRNPD		
4450	HNRNPF		
4451	HNRNPH1		
4452	HNRNPH2		
4453	HNRNPH3		
4454	HNRNPK		
4455	HNRNPL	YES	
4456	HNRNPM		
4457	HNRNPR	YES	
4458	HNRNPU	YES	
4459	HNRNPUL1		
4460	HNRNPUL2		
4461	HNRPDL	YES	
4462	HNRPLL		
4463	HOMER1	YES	
4464	HOMER2	YES	
4465	HOMER3	YES	
4466	HOMEZ		
4467	HOOK2	YES	
4468	HOOK3		
4469	HOPX	YES	
4470	HOXA10	YES	
4471	HOXA13		
4472	HOXA2	YES	
4473	HOXA3	YES	
4474	HOXA4	YES	
4475	HOXA5	YES	
4476	HOXA6	YES	
4477	HOXA7	YES	
4478	HOXB2	YES	
4479	HOXB3	YES	
4480	HOXB5	YES	
4481	HOXB7	YES	
4482	HOXC10	YES	
4483	HOXC11	YES	
4484	HOXC4	YES	
4485	HOXC5	YES	
4486	HOXC6	YES	
4487	HOXC8	YES	
4488	HOXC9		
4489	HOXD10	YES	
4490	HOXD11	YES	
4491	HOXD3	YES	Proneural
4492	HOXD4		
4493	HOXD8		
4494	HOXD9	YES	
4495	HP1BP3	YES	
4496	HPCAL1	YES	
4497	HPS1	YES	
4498	HPS3		
4499	HPS4	YES	
4500	HPS5	YES	
4501	HPSE	YES	
4502	HPSE2	YES	
4503	HR	YES	
4504	HRAS	YES	
4505	HRASLS	YES	Proneural
4506	HRASLS2		
4507	HRH1	YES	
4508	HRK	YES	
4509	HRSP12	YES	
4510	HS1BP3	YES	
4511	HS2ST1	YES	
4512	HS3ST1	YES	
4513	HS3ST3A1	YES	
4514	HS3ST3B1	YES	
4515	HS3ST5		
4516	HS6ST1	YES	
4517	HSBP1	YES	
4518	HSBP1L1		
4519	HSCB		
4520	HSD11B1L		
4521	HSD17B1	YES	
4522	HSD17B10	YES	
4523	HSD17B11	YES	
4524	HSD17B12	YES	
4525	HSD17B13		
4526	HSD17B14	YES	
4527	HSD17B4	YES	
4528	HSD17B6	YES	
4529	HSD17B7		
4530	HSD17B8	YES	
4531	HSD3B7		
4532	HSDL2	YES	
4533	HSF1	YES	
4534	HSF2	YES	
4535	HSF2BP	YES	
4536	HSF4	YES	
4537	HSP90AA1	YES	
4538	HSP90B1	YES	
4539	HSPA13		
4540	HSPA14	YES	
4541	HSPA1A	YES	
4542	HSPA1B		
4543	HSPA1L	YES	
4544	HSPA2	YES	
4545	HSPA4	YES	
4546	HSPA4L	YES	
4547	HSPA5	YES	
4548	HSPA6	YES	
4549	HSPA9	YES	
4550	HSPB1	YES	
4551	HSPB11		
4552	HSPB6	YES	
4553	HSPBAP1	YES	
4554	HSPBP1	YES	
4555	HSPD1	YES	
4556	HSPE1	YES	
4557	HSPG2		
4558	HSPH1	YES	
4559	HTATIP2	YES	
4560	HTATSF1	YES	
4561	HTR1D	YES	
4562	HTR7	YES	
4563	HTRA1	YES	
4564	HTRA2	YES	
4565	HTRA4		
4566	HUNK	YES	
4567	HUS1	YES	
4568	HUWE1	YES	
4569	HYAL1	YES	
4570	HYAL2	YES	
4571	HYOU1	YES	
4572	IAH1		
4573	IAPP	YES	
4574	IARS	YES	
4575	IARS2	YES	
4576	IBA57		
4577	IBTK	YES	
4578	ICA1L		
4579	ICAM1	YES	
4580	ICAM3	YES	
4581	ICAM4	YES	
4582	ICK	YES	
4583	ICMT	YES	
4584	ICT1	YES	
4585	ID1	YES	
4586	ID2	YES	
4587	ID3	YES	
4588	ID4	YES	
4589	IDE	YES	
4590	IDH1	YES	
4591	IDH2	YES	
4592	IDH3B	YES	
4593	IDH3G	YES	
4594	IDI2		
4595	IDO1		
4596	IDUA	YES	
4597	IER2	YES	
4598	IER3	YES	Mesenchymal
4599	IER3IP1	YES	
4600	IER5	YES	
4601	IER5L		
4602	IFFO1		
4603	IFFO2		
4604	IFI16	YES	
4605	IFI27L1		
4606	IFI27L2		
4607	IFI35	YES	
4608	IFI6	YES	
4609	IFIH1	YES	
4610	IFIT1	YES	
4611	IFIT2	YES	
4612	IFIT3	YES	
4613	IFLTD1		
4614	IFNAR1	YES	
4615	IFNAR2	YES	
4616	IFNGR1	YES	
4617	IFNGR2	YES	
4618	IFRD1	YES	
4619	IFRD2	YES	
4620	IFT122	YES	
4621	IFT140	YES	
4622	IFT172		
4623	IFT20		
4624	IFT27		
4625	IFT43		
4626	IFT46		
4627	IFT52	YES	
4628	IFT74	YES	
4629	IFT80		
4630	IFT81	YES	
4631	IFT88	YES	
4632	IGDCC3		
4633	IGDCC4		
4634	IGF1	YES	
4635	IGF1R	YES	
4636	IGF2	YES	
4637	IGF2BP2	YES	
4638	IGF2BP3	YES	
4639	IGF2R	YES	
4640	IGFBP2	YES	
4641	IGFBP3	YES	
4642	IGFBP5	YES	
4643	IGFLR1		
4644	IGFN1		
4645	IGHMBP2	YES	
4646	IGJ		
4647	IGLL5		
4648	IGLON5		
4649	IGSF10		
4650	IGSF11		
4651	IGSF22		
4652	IGSF3	YES	
4653	IGSF5		
4654	IGSF8		
4655	IGSF9B	YES	
4656	IK	YES	
4657	IKBIP		
4658	IKBKAP	YES	
4659	IKBKB	YES	
4660	IKBKE	YES	
4661	IKBKG	YES	
4662	IKZF5	YES	
4663	IL10RB	YES	
4664	IL11	YES	
4665	IL11RA	YES	
4666	IL12A	YES	
4667	IL12RB2	YES	
4668	IL13RA1	YES	
4669	IL13RA2	YES	
4670	IL15	YES	
4671	IL15RA	YES	
4672	IL17D		
4673	IL17RA	YES	
4674	IL17RB	YES	
4675	IL17RC	YES	
4676	IL17RD		
4677	IL17RE		
4678	IL18BP		
4679	IL18R1	YES	
4680	IL1A	YES	
4681	IL1B	YES	
4682	IL1RAP	YES	
4683	IL1RAPL1	YES	Proneural
4684	IL1RAPL2	YES	
4685	IL1RN	YES	
4686	IL20RB		
4687	IL23A	YES	
4688	IL27RA	YES	
4689	IL28RA		
4690	IL31RA		
4691	IL33	YES	
4692	IL3RA		
4693	IL4I1		
4694	IL6	YES	Mesenchymal
4695	IL6ST	YES	
4696	IL7	YES	
4697	IL7R	YES	Mesenchymal
4698	ILDR1		
4699	ILDR2		
4700	ILF2	YES	
4701	ILF3	YES	
4702	ILK	YES	
4703	ILKAP	YES	
4704	ILVBL	YES	
4705	IMMP1L		
4706	IMMP2L		
4707	IMMT	YES	
4708	IMP3	YES	
4709	IMP4	YES	
4710	IMPA2	YES	
4711	IMPACT	YES	
4712	IMPAD1	YES	
4713	IMPDH1	YES	
4714	IMPDH2	YES	
4715	IMPG2	YES	
4716	INA	YES	
4717	INADL	YES	
4718	INCA1		
4719	INCENP	YES	
4720	INE1	YES	
4721	INF2		
4722	ING1	YES	
4723	ING2	YES	
4724	ING3	YES	
4725	ING4	YES	
4726	ING5		
4727	INHBB	YES	
4728	INHBC	YES	
4729	INHBE	YES	
4730	INO80		
4731	INO80B		
4732	INO80C		
4733	INO80D		
4734	INO80E		
4735	INPP4B	YES	
4736	INPP5B	YES	
4737	INPP5E	YES	
4738	INPP5K		
4739	INPPL1	YES	
4740	INS-IGF2		
4741	INSIG2	YES	
4742	INSL3	YES	
4743	INSM1	YES	
4744	INSR	YES	
4745	INTS1	YES	
4746	INTS10		
4747	INTS12	YES	
4748	INTS2		
4749	INTS3	YES	
4750	INTS4		
4751	INTS5	YES	
4752	INTS6	YES	
4753	INTS7	YES	
4754	INTS8	YES	
4755	INTS9	YES	
4756	INTU		
4757	INVS	YES	
4758	IPMK		
4759	IPO11		
4760	IPO13	YES	
4761	IPO4	YES	
4762	IPO5		
4763	IPO7		
4764	IPO8	YES	
4765	IPO9	YES	
4766	IPP	YES	
